signal_id,source_origin,cluster_key,signal_type,signal_strength,signal_desc,source_ref_id,external_source_url,evidence_type,evidence_detail,evidence_date,last_reviewed,confidence_score,confidence_band,freshness_penalty,impact_direction,time_sensitivity_level,impacted_scope,label
SIG_O2_S_Cl_REG,ONTOLOGY_SUPPLEMENT,CL_O_S_Cl,REG,,✓中：PFAS类含氟化合物监管收紧，促进部分含S替代材料,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_O_S_Cl,StrategicSignal
SIG_O2_U_Th_GEO,ONTOLOGY_SUPPLEMENT,CL_O_U_Th,GEO,,✓强：哈萨克斯坦/俄罗斯控制全球铀精矿供应~55%；俄乌战争后西方加速寻找替代供应,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,U/Th;核燃料/核能,StrategicSignal
SIG_O2_U_Th_DEMAND,ONTOLOGY_SUPPLEMENT,CL_O_U_Th,DEMAND,,✓强：AI数据中心清洁电力需求；小堆（SMR）部署提速；核电延寿政策扩大,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,U/Th;核燃料/核能,StrategicSignal
SIG_O2_U_Th_TECH,ONTOLOGY_SUPPLEMENT,CL_O_U_Th,TECH,,✓中：SMR设计（NuScale/TerraPower/SMR China）TRL5-7，2030年代前量产,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,U/Th;核燃料/核能,StrategicSignal
SIG_O2_U_Th_REG,ONTOLOGY_SUPPLEMENT,CL_O_U_Th,REG,,"✓强：多国重启核电（日本/比利时/荷兰/波兰）；美国""核能部署加速法案""",SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,HIGH,U/Th;核燃料/核能,StrategicSignal
SIG_O2_REE_GEO,ONTOLOGY_SUPPLEMENT,CL_O_REE,GEO,,✓极强：中国出口管制（2023）；DoD资助1.2亿美元Lynas德州分离厂,SRC_EXT_005|SRC_EXT_009,https://www.mofcom.gov.cn/zwgk/zcfb/art/2025/art_6cb42957741440c6984de696b70df9ae.html | https://www.defense.gov/News/News-Stories/Article/Article/3700059/dod-looks-to-establish-mine-to-magnet-supply-chain-for-rare-earth-materials/,MULTI_SOURCE,Ministry of Commerce of the PRC::MOFCOM rare earth technology export control announcement ; U.S. Department of Defense::DoD mine-to-magnet and Lynas award,2025-10-09,2026-03-16,0.97,HIGH,0.0,MIXED,HIGH,稀土;磁材;永磁电机;分离冶炼,StrategicSignal
SIG_O2_REE_DEMAND,ONTOLOGY_SUPPLEMENT,CL_O_REE,DEMAND,,✓强：直驱风电（每MW 600kg Nd）；EV驱动电机（每辆2-3kg Nd）；机器人关节电机,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,稀土;磁材;永磁电机;分离冶炼,StrategicSignal
SIG_O2_REE_TECH,ONTOLOGY_SUPPLEMENT,CL_O_REE,TECH,,✓中：晶界扩散技术降Dy用量15-25%；FeN无稀土磁体TRL3-4（10年+）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,稀土;磁材;永磁电机;分离冶炼,StrategicSignal
SIG_O2_REE_REG,ONTOLOGY_SUPPLEMENT,CL_O_REE,REG,,✓强：中国采矿配额控制；南方离子矿环保督察；EU关键原材料法案,SRC_EXT_004|SRC_EXT_012,https://www.mee.gov.cn/zcwj/gwywj/202407/t20240701_1080564.shtml | https://eur-lex.europa.eu/EN/legal-content/summary/a-secure-and-sustainable-supply-of-critical-raw-materials.html,MULTI_SOURCE,State Council of the PRC / China Government::Rare Earth Management Regulations of China ; EUR-Lex / European Union::EU Critical Raw Materials Act summary,2024-07-01,2026-03-16,0.92,HIGH,0.05,MIXED,HIGH,稀土;磁材;永磁电机;分离冶炼,StrategicSignal
SIG_O2_Ga_Ge_In_GEO,ONTOLOGY_SUPPLEMENT,CL_O_Ga_Ge_In,GEO,,✓极强：中国2023年8月实施出口管制；美/EU/日本紧急建设替代供应链,SRC_EXT_002,https://www.mofcom.gov.cn/zcfb/dwmygl/art/2023/art_52b9a321087f402bb3d310d18b07967e.html,GOV_REPORT,Ministry of Commerce of the PRC::MOFCOM announcement on gallium and germanium export controls,2023-07-03,2026-03-16,0.87,MEDIUM_HIGH,0.1,NEGATIVE,HIGH,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,StrategicSignal
SIG_O2_Ga_Ge_In_DEMAND,ONTOLOGY_SUPPLEMENT,CL_O_Ga_Ge_In,DEMAND,,✓强：5G全球扩张；GaN快充普及（消费市场）；InP 800G光模块（AI算力）,SRC_EXT_008,https://www.nist.gov/chips/proposed-funding-sites,GOV_REPORT,U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs,2024-06-25,2026-03-16,0.9,HIGH,0.05,UNCERTAIN,MEDIUM,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,StrategicSignal
SIG_O2_Ga_Ge_In_TECH,ONTOLOGY_SUPPLEMENT,CL_O_Ga_Ge_In,TECH,,✓中：GaN on Si替代GaN on SiC（消费市场完成）；AZO替代ITO（柔性屏渗透）,SRC_EXT_008,https://www.nist.gov/chips/proposed-funding-sites,GOV_REPORT,U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs,2024-06-25,2026-03-16,0.9,HIGH,0.05,UNCERTAIN,MEDIUM,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,StrategicSignal
SIG_O2_Ga_Ge_In_REG,ONTOLOGY_SUPPLEMENT,CL_O_Ga_Ge_In,REG,,"✓强：CHIPS法案资助GaN/GaAs国内产能；Ga/Ge明确列入""关键矿产""清单",SRC_EXT_008|SRC_EXT_010,https://www.nist.gov/chips/proposed-funding-sites | https://www.energy.gov/cmm/what-are-critical-minerals-and-materials,MULTI_SOURCE,U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs ; U.S. Department of Energy::DOE critical materials list page,2025-03-19,2026-03-16,0.95,HIGH,0.0,POSITIVE,HIGH,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,StrategicSignal
SIG_O2_Li_Na_GEO,ONTOLOGY_SUPPLEMENT,CL_O_Li_Na,GEO,,✓中：中国控制60%+加工；智利/阿根廷锂资源国有化趋势；澳洲硬岩矿相对稳定,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,Li/Na;电池与储能,StrategicSignal
SIG_O2_Li_Na_DEMAND,ONTOLOGY_SUPPLEMENT,CL_O_Li_Na,DEMAND,,✓中：固态电池量产路线图清晰（丰田2027-2028，宁德2027）；Na电分流低端,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,Li/Na;电池与储能,StrategicSignal
SIG_O2_Li_Na_TECH,ONTOLOGY_SUPPLEMENT,CL_O_Li_Na,TECH,,✓强：固态电解质材料TRL快速提升；Li金属负极枝晶抑制技术进步显著,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,Li/Na;电池与储能,StrategicSignal
SIG_O2_Li_Na_REG,ONTOLOGY_SUPPLEMENT,CL_O_Li_Na,REG,,✓中：EU电池法要求再生Li含量（2031年≥4%）；IRA对非中国来源Li补贴,SRC_EXT_006|SRC_EXT_007|SRC_EXT_011,https://www.energy.gov/articles/clean-hydrogen-production-tax-credit-45v-resources | https://eur-lex.europa.eu/EN/legal-content/summary/sustainability-rules-for-batteries-and-waste-batteries.html | https://www.energy.gov/articles/doe-releases-final-interpretive-guidance-definition-foreign-entity-concern,MULTI_SOURCE,U.S. Department of Energy::DOE Clean Hydrogen Production Tax Credit (45V) Resources ; EUR-Lex / European Union::EU Batteries Regulation summary ; U.S. Department of Energy::DOE FEOC interpretive guidance,2025-07-04,2026-03-16,0.94,HIGH,0.0,POSITIVE,HIGH,Li/Na;电池与储能,StrategicSignal
SIG_O2_Cu_GEO,ONTOLOGY_SUPPLEMENT,CL_O_Cu,GEO,,△弱：智利矿山罢工周期性扰动供应（非结构性）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_O_Cu,StrategicSignal
SIG_O2_Cu_DEMAND,ONTOLOGY_SUPPLEMENT,CL_O_Cu,DEMAND,,✓强：AI数据中心铜需求超预期；海上风电每MW 8-10吨Cu；EV每辆增量23kg,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_O_Cu,StrategicSignal
SIG_O2_Cu_TECH,ONTOLOGY_SUPPLEMENT,CL_O_Cu,TECH,,✗弱：无实质性替代技术进入规模应用,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_O_Cu,StrategicSignal
SIG_O2_Cu_REG,ONTOLOGY_SUPPLEMENT,CL_O_Cu,REG,,△弱：矿山环保要求提高（有利于铜价，不影响供应结构）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_O_Cu,StrategicSignal
SIG_O2_Ni_Co_Mn_GEO,ONTOLOGY_SUPPLEMENT,CL_O_Ni_Co_Mn,GEO,,✓强(Co)：刚果金政治风险+童工ESG问题；印尼Ni出口政策变化（已禁原矿出口）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,NEGATIVE,HIGH,Ni/Co/Mn;三元正极与合金,StrategicSignal
SIG_O2_Ni_Co_Mn_DEMAND,ONTOLOGY_SUPPLEMENT,CL_O_Ni_Co_Mn,DEMAND,,✓强(Ni)：高镍NMC渗透率提升；LMFP量产导入拉动Mn需求,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,MEDIUM,Ni/Co/Mn;三元正极与合金,StrategicSignal
SIG_O2_Ni_Co_Mn_TECH,ONTOLOGY_SUPPLEMENT,CL_O_Ni_Co_Mn,TECH,,✓强(Co)：无钴电池（LFP/LMFP）成熟化；固态电池可进一步降低Co用量,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,Ni/Co/Mn;三元正极与合金,StrategicSignal
SIG_O2_Ni_Co_Mn_REG,ONTOLOGY_SUPPLEMENT,CL_O_Ni_Co_Mn,REG,,✓中：欧盟《电池法》对Co供应链溯源要求；OECD矿物供应链尽职调查指导方针,SRC_EXT_007|SRC_EXT_011,https://eur-lex.europa.eu/EN/legal-content/summary/sustainability-rules-for-batteries-and-waste-batteries.html | https://www.energy.gov/articles/doe-releases-final-interpretive-guidance-definition-foreign-entity-concern,MULTI_SOURCE,EUR-Lex / European Union::EU Batteries Regulation summary ; U.S. Department of Energy::DOE FEOC interpretive guidance,2025-07-04,2026-03-16,0.94,HIGH,0.0,MIXED,HIGH,Ni/Co/Mn;三元正极与合金,StrategicSignal
SIG_O2_Si_GEO,ONTOLOGY_SUPPLEMENT,CL_O_Si,GEO,,✓强：中国多晶硅列入美国关键矿产清单；CHIPS法对中国先进制程扩产设限（EUV禁运）,SRC_EXT_008,https://www.nist.gov/chips/proposed-funding-sites,GOV_REPORT,U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs,2024-06-25,2026-03-16,0.9,HIGH,0.05,POSITIVE,HIGH,Si;晶圆/芯片/光伏,StrategicSignal
SIG_O2_Si_DEMAND,ONTOLOGY_SUPPLEMENT,CL_O_Si,DEMAND,,✓中：AI芯片推动先进制程晶圆需求增长30%/年；光伏装机600GW+/年；Si负极渗透,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,MEDIUM,Si;晶圆/芯片/光伏,StrategicSignal
SIG_O2_Si_TECH,ONTOLOGY_SUPPLEMENT,CL_O_Si,TECH,,✓中：Si光子集成（AI芯片互连带宽）；TOPCon/HJT效率持续突破；Si@C负极量产化,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal ONTOLOGY_SUPPLEMENT knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,Si;晶圆/芯片/光伏,StrategicSignal
SIG_O2_Si_REG,ONTOLOGY_SUPPLEMENT,CL_O_Si,REG,,✓强：EUV光刻机出口管制（ASML）；CHIPS法国内晶圆厂补贴,SRC_EXT_008,https://www.nist.gov/chips/proposed-funding-sites,GOV_REPORT,U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs,2024-06-25,2026-03-16,0.9,HIGH,0.05,MIXED,HIGH,Si;晶圆/芯片/光伏,StrategicSignal
